0,0,B
1,0,K
2,0,K
3,0,K
4,0,B
5,0,B
6,0,B
7,0,B
8,0,K
9,0,B
10,0,B
11,0,K
12,0,B
13,0,K
14,0,B
15,0,K
16,0,B
17,0,B
18,0,K
19,0,K
20,0,B
21,0,B
22,0,B
23,0,B
24,0,B
25,0,B
26,0,K
27,0,B
28,0,B
29,0,B
30,0,B
31,0,B
32,0,K
33,0,K
34,0,B
35,0,K
36,0,K
37,0,B
38,0,B
39,0,B
40,0,B
41,0,K
42,0,B
43,0,B
44,0,B
45,0,B
46,0,B
47,0,K
48,0,B
49,0,K
0,1,B
1,1,K
2,1,B
3,1,K
4,1,B
5,1,B
6,1,K
7,1,B
8,1,B
9,1,B
10,1,B
11,1,B
12,1,K
13,1,K
14,1,B
15,1,K
16,1,B
17,1,B
18,1,B
19,1,B
20,1,B
21,1,B
22,1,B
23,1,B
24,1,B
25,1,B
26,1,B
27,1,B
28,1,B
29,1,B
30,1,K
31,1,B
32,1,B
33,1,B
34,1,B
35,1,B
36,1,K
37,1,B
38,1,B
39,1,B
40,1,K
41,1,B
42,1,K
43,1,K
44,1,B
45,1,B
46,1,B
47,1,K
48,1,K
49,1,B
0,2,B
1,2,B
2,2,B
3,2,K
4,2,B
5,2,B
6,2,K
7,2,B
8,2,B
9,2,B
10,2,K
11,2,B
12,2,K
13,2,B
14,2,K
15,2,B
16,2,B
17,2,B
18,2,B
19,2,K
20,2,K
21,2,B
22,2,B
23,2,B
24,2,B
25,2,B
26,2,K
27,2,K
28,2,B
29,2,B
30,2,B
31,2,B
32,2,B
33,2,K
34,2,B
35,2,B
36,2,B
37,2,B
38,2,K
39,2,K
40,2,K
41,2,K
42,2,B
43,2,B
44,2,B
45,2,B
46,2,K
47,2,B
48,2,B
49,2,B
0,3,B
1,3,B
2,3,B
3,3,B
4,3,B
5,3,B
6,3,B
7,3,B
8,3,B
9,3,B
10,3,B
11,3,B
12,3,K
13,3,B
14,3,B
15,3,B
16,3,B
17,3,B
18,3,B
19,3,K
20,3,B
21,3,B
22,3,B
23,3,K
24,3,B
25,3,B
26,3,B
27,3,B
28,3,B
29,3,B
30,3,B
31,3,B
32,3,B
33,3,B
34,3,B
35,3,B
36,3,K
37,3,B
38,3,B
39,3,B
40,3,K
41,3,K
42,3,K
43,3,B
44,3,B
45,3,B
46,3,B
47,3,B
48,3,B
49,3,B
0,4,B
1,4,B
2,4,B
3,4,B
4,4,B
5,4,K
6,4,B
7,4,B
8,4,B
9,4,B
10,4,B
11,4,B
12,4,B
13,4,B
14,4,K
15,4,B
16,4,K
17,4,B
18,4,B
19,4,K
20,4,B
21,4,B
22,4,B
23,4,B
24,4,K
25,4,B
26,4,K
27,4,B
28,4,B
29,4,B
30,4,B
31,4,B
32,4,B
33,4,B
34,4,B
35,4,K
36,4,B
37,4,B
38,4,B
39,4,B
40,4,B
41,4,B
42,4,B
43,4,B
44,4,B
45,4,B
46,4,B
47,4,B
48,4,K
49,4,B
0,5,B
1,5,B
2,5,B
3,5,B
4,5,B
5,5,B
6,5,B
7,5,B
8,5,B
9,5,K
10,5,B
11,5,B
12,5,B
13,5,B
14,5,B
15,5,B
16,5,B
17,5,B
18,5,B
19,5,B
20,5,B
21,5,B
22,5,B
23,5,B
24,5,B
25,5,K
26,5,K
27,5,B
28,5,B
29,5,K
30,5,B
31,5,K
32,5,B
33,5,B
34,5,K
35,5,B
36,5,K
37,5,B
38,5,K
39,5,K
40,5,K
41,5,B
42,5,B
43,5,K
44,5,K
45,5,B
46,5,K
47,5,B
48,5,B
49,5,K
0,6,K
1,6,K
2,6,B
3,6,B
4,6,B
5,6,B
6,6,B
7,6,K
8,6,K
9,6,B
10,6,B
11,6,B
12,6,B
13,6,B
14,6,B
15,6,B
16,6,B
17,6,B
18,6,B
19,6,B
20,6,B
21,6,B
22,6,B
23,6,K
24,6,K
25,6,K
26,6,B
27,6,K
28,6,B
29,6,B
30,6,B
31,6,K
32,6,B
33,6,K
34,6,K
35,6,B
36,6,B
37,6,B
38,6,B
39,6,K
40,6,B
41,6,B
42,6,B
43,6,K
44,6,B
45,6,B
46,6,B
47,6,B
48,6,B
49,6,K
0,7,B
1,7,K
2,7,B
3,7,K
4,7,K
5,7,B
6,7,K
7,7,B
8,7,B
9,7,B
10,7,B
11,7,B
12,7,B
13,7,K
14,7,B
15,7,K
16,7,B
17,7,K
18,7,B
19,7,K
20,7,K
21,7,B
22,7,B
23,7,B
24,7,K
25,7,K
26,7,K
27,7,B
28,7,B
29,7,B
30,7,B
31,7,B
32,7,K
33,7,B
34,7,B
35,7,K
36,7,B
37,7,B
38,7,K
39,7,B
40,7,K
41,7,K
42,7,B
43,7,K
44,7,B
45,7,K
46,7,B
47,7,K
48,7,B
49,7,B
0,8,B
1,8,K
2,8,K
3,8,B
4,8,K
5,8,B
6,8,B
7,8,B
8,8,B
9,8,B
10,8,B
11,8,B
12,8,B
13,8,B
14,8,K
15,8,K
16,8,B
17,8,K
18,8,B
19,8,B
20,8,B
21,8,B
22,8,K
23,8,B
24,8,K
25,8,K
26,8,K
27,8,K
28,8,B
29,8,K
30,8,B
31,8,B
32,8,K
33,8,B
34,8,K
35,8,B
36,8,B
37,8,K
38,8,B
39,8,B
40,8,B
41,8,B
42,8,B
43,8,B
44,8,K
45,8,K
46,8,K
47,8,B
48,8,B
49,8,K
0,9,B
1,9,B
2,9,K
3,9,B
4,9,B
5,9,B
6,9,B
7,9,K
8,9,B
9,9,B
10,9,B
11,9,B
12,9,B
13,9,B
14,9,B
15,9,B
16,9,B
17,9,B
18,9,B
19,9,K
20,9,K
21,9,B
22,9,K
23,9,B
24,9,B
25,9,K
26,9,B
27,9,B
28,9,B
29,9,K
30,9,B
31,9,K
32,9,B
33,9,B
34,9,B
35,9,B
36,9,B
37,9,K
38,9,B
39,9,B
40,9,B
41,9,B
42,9,B
43,9,B
44,9,K
45,9,B
46,9,B
47,9,K
48,9,B
49,9,K
0,10,B
1,10,K
2,10,B
3,10,B
4,10,K
5,10,B
6,10,K
7,10,B
8,10,B
9,10,K
10,10,B
11,10,B
12,10,B
13,10,K
14,10,B
15,10,K
16,10,B
17,10,B
18,10,B
19,10,B
20,10,B
21,10,B
22,10,B
23,10,B
24,10,K
25,10,B
26,10,B
27,10,B
28,10,B
29,10,B
30,10,K
31,10,K
32,10,B
33,10,B
34,10,B
35,10,K
36,10,B
37,10,B
38,10,B
39,10,B
40,10,B
41,10,K
42,10,B
43,10,B
44,10,B
45,10,K
46,10,K
47,10,B
48,10,B
49,10,K
0,11,K
1,11,B
2,11,K
3,11,B
4,11,B
5,11,K
6,11,K
7,11,K
8,11,B
9,11,B
10,11,B
11,11,B
12,11,B
13,11,B
14,11,K
15,11,B
16,11,B
17,11,B
18,11,K
19,11,K
20,11,B
21,11,B
22,11,B
23,11,B
24,11,B
25,11,K
26,11,B
27,11,B
28,11,B
29,11,K
30,11,K
31,11,B
32,11,B
33,11,B
34,11,B
35,11,B
