0, 0, B
0, 1, B
0, 2, B
0, 3, B
0, 4, K
0, 5, B
0, 6, B
0, 7, B
0, 8, B
0, 9, B
0, 10, B
0, 11, B
0, 12, K
0, 13, B
0, 14, K
0, 15, K
0, 16, B
0, 17, K
0, 18, B
0, 19, K
0, 20, B
0, 21, K
0, 22, B
0, 23, K
0, 24, B
0, 25, K
0, 26, B
0, 27, B
0, 28, K
0, 29, B
0, 30, K
0, 31, B
0, 32, B
0, 33, B
0, 34, B
0, 35, B
0, 36, B
0, 37, B
0, 38, B
0, 39, B
0, 40, B
0, 41, B
0, 42, K
0, 43, B
0, 44, K
0, 45, B
0, 46, B
0, 47, K
0, 48, B
0, 49, K
1, 0, B
1, 1, B
1, 2, B
1, 3, B
1, 4, K
1, 5, B
1, 6, B
1, 7, B
1, 8, K
1, 9, B
1, 10, B
1, 11, B
1, 12, B
1, 13, B
1, 14, B
1, 15, K
1, 16, K
1, 17, K
1, 18, K
1, 19, B
1, 20, B
1, 21, B
1, 22, K
1, 23, B
1, 24, B
1, 25, B
1, 26, B
1, 27, B
1, 28, B
1, 29, B
1, 30, B
1, 31, B
1, 32, B
1, 33, K
1, 34, B
1, 35, K
1, 36, B
1, 37, K
1, 38, K
1, 39, B
1, 40, B
1, 41, K
1, 42, K
1, 43, K
1, 44, K
1, 45, B
1, 46, K
1, 47, B
1, 48, B
1, 49, B
2, 0, B
2, 1, B
2, 2, B
2, 3, B
2, 4, K
2, 5, B
2, 6, B
2, 7, K
2, 8, B
2, 9, B
2, 10, K
2, 11, B
2, 12, B
2, 13, B
2, 14, B
2, 15, K
2, 16, K
2, 17, B
2, 18, B
2, 19, B
2, 20, B
2, 21, B
2, 22, K
2, 23, B
2, 24, B
2, 25, K
2, 26, B
2, 27, B
2, 28, B
2, 29, B
2, 30, B
2, 31, B
2, 32, K
2, 33, K
2, 34, B
2, 35, B
2, 36, K
2, 37, K
2, 38, B
2, 39, K
2, 40, K
2, 41, K
2, 42, B
2, 43, K
2, 44, B
2, 45, B
2, 46, B
2, 47, K
2, 48, B
2, 49, B
3, 0, B
3, 1, B
3, 2, B
3, 3, B
3, 4, B
3, 5, B
3, 6, B
3, 7, K
3, 8, B
3, 9, B
3, 10, K
3, 11, B
3, 12, K
3, 13, B
3, 14, B
3, 15, B
3, 16, B
3, 17, B
3, 18, B
